event_id,participant_id,session_id,condition,disengagement_onset_ts,trigger_source,robot_nonverbal_start_ts,robot_nonverbal_type,robot_nonverbal_end_ts,distraction_end_ts,escalated_to_voice,voice_start_ts,voice_prompt_type,voice_prompt_text_length,highlight_shown,highlight_shown_ts,resumed_within_window,resume_latency_ms,resume_stage
537,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:45:01.794835-04:00,gaze_off_screen,2026-04-16T17:45:01.794835-04:00,head_turn_plus_wave,2026-04-16T17:45:10.765755-04:00,2026-04-16T17:45:16.540001-04:00,0,,,,0,,1,14750.0,resumed_after_nonverbal
538,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:45:21.082061-04:00,gaze_off_screen,2026-04-16T17:45:21.082061-04:00,head_turn_plus_wave,2026-04-16T17:45:29.968151-04:00,2026-04-16T17:45:32.974776-04:00,0,,,,0,,1,11890.0,resumed_after_nonverbal
539,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:45:36.584811-04:00,gaze_off_screen,2026-04-16T17:45:36.584811-04:00,head_turn_plus_wave,2026-04-16T17:45:45.249774-04:00,2026-04-16T17:45:45.765131-04:00,0,,,,0,,1,9180.0,resumed_after_nonverbal
540,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:46:04.909589-04:00,gaze_off_screen,2026-04-16T17:46:04.909589-04:00,head_turn_plus_wave,2026-04-16T17:46:05.326004-04:00,2026-04-16T17:46:05.376210-04:00,0,,,,0,,1,470.0,resumed_after_nonverbal
541,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:46:15.379192-04:00,gaze_off_screen,2026-04-16T17:46:15.379192-04:00,head_turn_plus_wave,2026-04-16T17:46:20.231660-04:00,2026-04-16T17:46:20.314345-04:00,0,,,,0,,1,4940.0,resumed_after_nonverbal
542,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:46:26.188994-04:00,gaze_off_screen,2026-04-16T17:46:26.188994-04:00,head_turn_plus_wave,2026-04-16T17:46:34.888734-04:00,2026-04-16T17:46:40.558644-04:00,0,,,,0,,1,14370.0,resumed_after_nonverbal
543,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:47:07.247543-04:00,gaze_off_screen,2026-04-16T17:47:07.247543-04:00,head_turn_plus_wave,2026-04-16T17:47:14.214772-04:00,2026-04-16T17:47:14.257581-04:00,0,,,,0,,1,7010.0,resumed_after_nonverbal
544,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:50:26.738876-04:00,gaze_off_screen,2026-04-16T17:50:26.738876-04:00,head_turn_plus_wave,2026-04-16T17:50:29.952743-04:00,2026-04-16T17:50:30.010208-04:00,0,,,,0,,1,3270.0,resumed_after_nonverbal
545,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:50:32.915138-04:00,gaze_off_screen,2026-04-16T17:50:32.915138-04:00,head_turn_plus_wave,2026-04-16T17:50:34.278395-04:00,2026-04-16T17:50:34.323264-04:00,0,,,,0,,1,1410.0,resumed_after_nonverbal
546,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:50:36.498451-04:00,gaze_off_screen,2026-04-16T17:50:36.498451-04:00,head_turn_plus_wave,2026-04-16T17:50:45.046212-04:00,2026-04-16T17:50:48.247771-04:00,0,,,,0,,1,11750.0,resumed_after_nonverbal
547,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:50:53.197574-04:00,gaze_off_screen,2026-04-16T17:50:53.197574-04:00,head_turn_plus_wave,2026-04-16T17:50:59.766984-04:00,2026-04-16T17:50:59.812947-04:00,0,,,,0,,1,6620.0,resumed_after_nonverbal
548,wenfei,session_20260416_wenfei_93c108,with_system,2026-04-16T17:51:04.947588-04:00,gaze_off_screen,2026-04-16T17:51:04.947588-04:00,head_turn_plus_wave,2026-04-16T17:51:11.437219-04:00,2026-04-16T17:51:11.481578-04:00,0,,,,0,,1,6530.0,resumed_after_nonverbal
549,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T17:57:23.434621-04:00,gaze_off_screen,2026-04-16T17:57:23.434621-04:00,head_turn_plus_wave,2026-04-16T17:57:32.166731-04:00,2026-04-16T18:00:18.530563-04:00,1,2026-04-16T17:58:32.682077-04:00,generic,60,1,2026-04-16T17:58:32.682077-04:00,0,175100.0,not_resumed
550,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:00:21.628730-04:00,gaze_off_screen,2026-04-16T18:00:21.628730-04:00,head_turn_plus_wave,2026-04-16T18:00:30.450546-04:00,2026-04-16T18:00:38.885423-04:00,0,,,,0,,1,17260.0,resumed_after_nonverbal
551,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:00:54.550541-04:00,gaze_off_screen,2026-04-16T18:00:54.550541-04:00,head_turn_plus_wave,2026-04-16T18:00:57.734349-04:00,2026-04-16T18:00:57.781161-04:00,0,,,,0,,1,3230.0,resumed_after_nonverbal
552,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:01:07.380391-04:00,gaze_off_screen,2026-04-16T18:01:07.380391-04:00,head_turn_plus_wave,2026-04-16T18:01:10.695363-04:00,2026-04-16T18:01:10.742318-04:00,0,,,,0,,1,3360.0,resumed_after_nonverbal
553,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:01:27.464933-04:00,gaze_off_screen,2026-04-16T18:01:27.464933-04:00,head_turn_plus_wave,2026-04-16T18:01:29.307261-04:00,2026-04-16T18:01:29.361362-04:00,0,,,,0,,1,1900.0,resumed_after_nonverbal
554,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:01:42.669166-04:00,gaze_off_screen,2026-04-16T18:01:42.669166-04:00,head_turn_plus_wave,2026-04-16T18:01:47.320042-04:00,2026-04-16T18:01:47.365985-04:00,0,,,,0,,1,4700.0,resumed_after_nonverbal
555,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:01:52.814866-04:00,gaze_off_screen,2026-04-16T18:01:52.814866-04:00,head_turn_plus_wave,2026-04-16T18:01:59.617812-04:00,2026-04-16T18:01:59.666446-04:00,0,,,,0,,1,6850.0,resumed_after_nonverbal
556,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:02:05.315595-04:00,gaze_off_screen,2026-04-16T18:02:05.315595-04:00,head_turn_plus_wave,2026-04-16T18:02:08.961287-04:00,2026-04-16T18:02:09.010494-04:00,0,,,,0,,1,3690.0,resumed_after_nonverbal
557,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:02:24.355457-04:00,gaze_off_screen,2026-04-16T18:02:24.355457-04:00,head_turn_plus_wave,2026-04-16T18:02:26.369874-04:00,2026-04-16T18:02:26.416486-04:00,0,,,,0,,1,2060.0,resumed_after_nonverbal
558,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:02:30.654314-04:00,gaze_off_screen,2026-04-16T18:02:30.654314-04:00,head_turn_plus_wave,2026-04-16T18:02:34.539861-04:00,2026-04-16T18:02:34.635110-04:00,0,,,,0,,1,3980.0,resumed_after_nonverbal
559,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:03:52.803432-04:00,gaze_off_screen,2026-04-16T18:03:52.803432-04:00,head_turn_plus_wave,2026-04-16T18:03:57.460909-04:00,2026-04-16T18:03:57.503195-04:00,0,,,,0,,1,4700.0,resumed_after_nonverbal
560,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:04:49.875213-04:00,gaze_off_screen,2026-04-16T18:04:49.875213-04:00,head_turn_plus_wave,2026-04-16T18:04:55.270406-04:00,2026-04-16T18:04:55.306606-04:00,0,,,,0,,1,5430.0,resumed_after_nonverbal
561,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:05:08.174036-04:00,gaze_off_screen,2026-04-16T18:05:08.174036-04:00,head_turn_plus_wave,2026-04-16T18:05:11.752394-04:00,2026-04-16T18:05:11.785515-04:00,0,,,,0,,1,3610.0,resumed_after_nonverbal
562,wenfei,session_20260416_wenfei_d188c0,with_system,2026-04-16T18:05:15.079773-04:00,gaze_off_screen,2026-04-16T18:05:15.079773-04:00,head_turn_plus_wave,2026-04-16T18:05:24.018484-04:00,2026-04-16T18:05:31.120764-04:00,0,,,,0,,1,16040.0,resumed_after_nonverbal
563,wenfei,session_20260416_wenfei_dd12b1,with_system,2026-04-16T17:30:53.548922-04:00,gaze_off_screen,2026-04-16T17:30:53.548922-04:00,head_turn_plus_wave,2026-04-16T17:31:01.243307-04:00,2026-04-16T17:31:13.509692-04:00,0,,,,0,,1,19960.0,resumed_after_nonverbal
564,wenfei,session_20260416_wenfei_dd12b1,with_system,2026-04-16T17:32:15.524997-04:00,gaze_off_screen,2026-04-16T17:32:15.524997-04:00,head_turn_plus_wave,2026-04-16T17:32:23.255260-04:00,2026-04-16T17:33:47.495574-04:00,1,2026-04-16T17:33:23.827002-04:00,generic,60,1,2026-04-16T17:33:23.827002-04:00,0,91970.0,not_resumed
565,wenfei,session_20260416_wenfei_dd12b1,with_system,2026-04-16T17:34:13.471461-04:00,gaze_off_screen,2026-04-16T17:34:13.471461-04:00,head_turn_plus_wave,2026-04-16T17:34:21.114094-04:00,2026-04-16T17:40:13.475564-04:00,1,2026-04-16T17:35:21.672519-04:00,generic,60,1,2026-04-16T17:35:21.672519-04:00,0,360000.0,not_resumed
566,wenfei,session_20260416_wenfei_dd12b1,with_system,2026-04-16T17:40:47.449483-04:00,gaze_off_screen,2026-04-16T17:40:47.449483-04:00,head_turn_plus_wave,2026-04-16T17:40:55.239458-04:00,2026-04-16T17:41:01.535379-04:00,0,,,,0,,1,14090.0,resumed_after_nonverbal
567,hang4,session_20260417_hang4_2b2a81,with_system,2026-04-17T17:55:39.550159-04:00,gaze_off_screen,2026-04-17T17:55:39.550159-04:00,head_turn_plus_wave,2026-04-17T17:55:47.603587-04:00,2026-04-17T17:55:47.703508-04:00,0,,,,0,,1,8150.0,resumed_after_nonverbal
568,hang5,session_20260417_hang5_8e5d43,with_system,2026-04-17T18:04:36.547904-04:00,gaze_off_screen,2026-04-17T18:04:36.547904-04:00,head_turn_plus_wave,2026-04-17T18:04:44.821749-04:00,2026-04-17T18:05:20.447935-04:00,0,,,,0,,0,43900.0,not_resumed
569,hang,session_20260417_hang_4716d5,with_system,2026-04-17T16:37:06.676574-04:00,gaze_off_screen,2026-04-17T16:37:06.676574-04:00,head_turn_plus_wave,2026-04-17T16:37:14.851323-04:00,2026-04-17T16:38:21.761053-04:00,1,2026-04-17T16:38:15.322663-04:00,generic,60,1,2026-04-17T16:38:15.322663-04:00,0,75080.0,not_resumed
570,wenfei7,session_20260420_wenfei7_c4bdd3,with_system,2026-04-20T20:31:46.317375-04:00,gaze_off_screen,2026-04-20T20:31:46.317375-04:00,head_turn_plus_wave,2026-04-20T20:31:55.154581-04:00,2026-04-20T20:32:20.336506-04:00,0,,,,0,,1,34020.0,resumed_after_nonverbal
571,wenfei8,session_20260420_wenfei8_7f8f47,with_system,2026-04-20T20:47:46.117433-04:00,gaze_off_screen,2026-04-20T20:47:46.117433-04:00,head_turn_plus_wave,2026-04-20T20:47:54.821335-04:00,2026-04-20T20:47:55.029199-04:00,0,,,,0,,1,8910.0,resumed_after_nonverbal
572,wenfei8,session_20260420_wenfei8_7f8f47,with_system,2026-04-20T20:48:02.052955-04:00,gaze_off_screen,2026-04-20T20:48:02.052955-04:00,head_turn_plus_wave,2026-04-20T20:48:04.325767-04:00,2026-04-20T20:48:04.364104-04:00,0,,,,0,,1,2310.0,resumed_after_nonverbal
573,wenfei8,session_20260420_wenfei8_7f8f47,with_system,2026-04-20T20:48:12.429177-04:00,gaze_off_screen,2026-04-20T20:48:12.429177-04:00,head_turn_plus_wave,2026-04-20T20:48:21.033865-04:00,2026-04-20T20:48:24.338513-04:00,0,,,,0,,1,11910.0,resumed_after_nonverbal
574,wenfei9,session_20260420_wenfei9_a71440,with_system,2026-04-20T20:55:32.612800-04:00,gaze_off_screen,2026-04-20T20:55:32.612800-04:00,head_turn_plus_wave,2026-04-20T20:55:39.546302-04:00,2026-04-20T20:55:39.745473-04:00,0,,,,0,,1,7130.0,resumed_after_nonverbal
575,wenfei9,session_20260420_wenfei9_a71440,with_system,2026-04-20T20:55:47.158359-04:00,gaze_off_screen,2026-04-20T20:55:47.158359-04:00,head_turn_plus_wave,2026-04-20T20:55:51.164635-04:00,2026-04-20T20:55:51.227882-04:00,0,,,,0,,1,4070.0,resumed_after_nonverbal
576,hang3,baseline_20260417_hang3_d3454e,no_system,2026-04-17T17:37:02.024332-04:00,gaze_mind_wandering,,,,2026-04-17T17:37:32.588913-04:00,0,,,,0,,1,30560.0,self_recovered
577,hang3,baseline_20260417_hang3_d3454e,no_system,2026-04-17T17:37:36.471420-04:00,gaze_mind_wandering,,,,2026-04-17T17:37:39.161515-04:00,0,,,,0,,1,2690.0,self_recovered
578,hang3,baseline_20260417_hang3_d3454e,no_system,2026-04-17T17:37:42.658255-04:00,gaze_mind_wandering,,,,2026-04-17T17:37:46.686312-04:00,0,,,,0,,1,4030.0,self_recovered
579,hang3,baseline_20260417_hang3_d3454e,no_system,2026-04-17T17:37:49.621301-04:00,gaze_mind_wandering,,,,2026-04-17T17:37:53.448126-04:00,0,,,,0,,1,3830.0,self_recovered
580,hang3,baseline_20260417_hang3_d3454e,no_system,2026-04-17T17:38:14.924022-04:00,gaze_mind_wandering,,,,2026-04-17T17:38:16.225050-04:00,0,,,,0,,0,1300.0,not_resumed
