event_id,participant_id,session_id,condition,disengagement_onset_ts,trigger_source,robot_nonverbal_start_ts,robot_nonverbal_type,robot_nonverbal_end_ts,distraction_end_ts,escalated_to_voice,voice_start_ts,voice_prompt_type,voice_prompt_text_length,highlight_shown,highlight_shown_ts,resumed_within_window,resume_latency_ms,resume_stage
743,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:36:40.260587-04:00,gaze_mind_wandering,,,,2026-04-28T15:36:43.428301-04:00,0,,,,0,,1,3170.0,self_recovered
744,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:36:44.457793-04:00,gaze_mind_wandering,,,,2026-04-28T15:36:44.630452-04:00,0,,,,0,,1,170.0,self_recovered
745,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:36:46.403086-04:00,gaze_mind_wandering,,,,2026-04-28T15:36:49.698184-04:00,0,,,,0,,1,3300.0,self_recovered
746,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:36:54.507927-04:00,gaze_mind_wandering,,,,2026-04-28T15:36:56.433493-04:00,0,,,,0,,1,1930.0,self_recovered
747,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:01.046059-04:00,gaze_mind_wandering,,,,2026-04-28T15:37:08.110952-04:00,0,,,,0,,1,7060.0,self_recovered
748,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:10.149436-04:00,gaze_mind_wandering,,,,2026-04-28T15:37:13.351731-04:00,0,,,,0,,1,3200.0,self_recovered
749,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:22.956327-04:00,gaze_mind_wandering,,,,2026-04-28T15:37:23.234589-04:00,0,,,,0,,1,280.0,self_recovered
750,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:25.121965-04:00,gaze_mind_wandering,,,,2026-04-28T15:37:36.885455-04:00,0,,,,0,,1,11760.0,self_recovered
751,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:54.907018-04:00,gaze_mind_wandering,,,,2026-04-28T15:37:54.941544-04:00,0,,,,0,,1,30.0,self_recovered
752,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:57.155213-04:00,gaze_mind_wandering,,,,2026-04-28T15:37:57.250637-04:00,0,,,,0,,1,100.0,self_recovered
753,Maya,baseline_20260428_Maya_1b90bc,no_system,2026-04-28T15:37:59.245201-04:00,gaze_mind_wandering,,,,2026-04-28T15:38:03.554766-04:00,0,,,,0,,1,4310.0,self_recovered
